HostId,HostName,HostSince,HostResponseRate,HostIsSuperhost,HostNeighborhood,HostListingCount
109567409,Jonathan,2017-01-03,100%,f,First Hill,1
1771388,Carla & Kirk,2012-02-18,N/A,t,Fremont,1
7635363,Travis,2013-07-21,100%,f,Leschi,1
19021868,Mark,2014-07-28,N/A,f,Lower Queen Anne,2
120294050,Brian & Amara,2017-03-11,100%,t,,1
17224304,Jeremy,2014-06-24,N/A,f,Ballard,1
137414994,Patrick,2017-06-28,100%,f,North Admiral,3
137416962,Lu,2017-06-28,75%,f,Roosevelt,2
137416756,Liam,2017-06-28,100%,t,Bryant,1
18973577,Xinyu,2014-07-27,N/A,t,,1
81683104,Sheila,2016-07-04,N/A,t,Greenwood,1
4447620,Heather,2012-12-19,N/A,f,Ballard,1
7219034,Kevin,2013-07-01,100%,t,Wallingford,1
116740214,Luke,2017-02-16,98%,t,North Beacon Hill,4
903177,Max,2011-08-01,N/A,f,North Beacon Hill,2
51160497,Aimee,2015-12-12,N/A,t,Ballard,2
55046216,Cavin,2016-01-17,100%,t,,1
5133388,Anne,2013-02-18,N/A,f,Capitol Hill,1
82725292,Michelle,2016-07-09,83%,f,Broadview,0
36391005,Frank,2015-06-21,N/A,f,,1
52640557,Bryan,2015-12-29,100%,t,Lower Queen Anne,1
138107809,Helene And Carey,2017-07-02,100%,t,Bitter Lake,1
135304150,Lorraine,2017-06-15,100%,t,Maple Leaf,2
19409558,Casey,2014-08-03,N/A,t,Montlake,2
138214686,Jen,2017-07-02,N/A,f,Minor,1
15239706,Jen,2014-05-07,N/A,f,North Beacon Hill,1
138381080,Elissa,2017-07-03,N/A,f,Mount Baker,1
30073375,Rohit,2015-03-26,100%,t,Greenwood,1
2372441,Fraser,2012-05-14,100%,t,Ballard,1
336506,John,2011-01-05,100%,t,,1
22027933,Kathryn And Tom,2014-10-01,100%,t,Montlake,1
138819839,Anna,2017-07-05,50%,f,Fremont,1
138975429,Marrianne,2017-07-06,N/A,f,,0
13363989,Eric,2014-03-21,100%,t,Wallingford,1
114733552,Maryam,2017-02-03,100%,t,Belltown,2
11094845,Martina,2014-01-07,N/A,f,Minor,1
1969599,Mandy,2012-03-19,N/A,t,Columbia City,1
2003104,Katherine,2012-03-25,100%,t,Minor,2
107954240,Shelley,2016-12-20,N/A,f,Gatewood,1
21929000,Devon,2014-09-29,N/A,f,Green Lake,1
6828307,Ashley,2013-06-10,N/A,f,,1
47595129,Jen,2015-10-28,100%,f,,1
10704748,James,2013-12-19,N/A,f,Queen Anne,1
62797356,Kelley,2016-03-13,100%,t,,1
23904049,Joshua,2014-11-18,N/A,f,Fremont,1
138924514,Vacasa Washington,2017-07-06,71%,f,,51
93965463,Brittanie,2016-09-07,N/A,f,,1
210933,Elizabeth,2010-08-24,N/A,t,North Beacon Hill,1
4797,Alexis,2008-12-03,100%,t,Atlantic,1
51676305,Vanessa,2015-12-18,N/A,t,Cedar Park,0
137379895,Tina,2017-06-27,N/A,f,Magnolia,2
23094965,Naomi,2014-10-29,100%,t,Phinney Ridge,1
2080018,Cassie,2012-04-05,N/A,f,Ballard,1
20180013,Andrew,2014-08-17,100%,t,Queen Anne,1
19532437,Shashi,2014-08-05,N/A,f,Ravenna,1
53466225,Gerard,2016-01-05,N/A,t,Ballard,2
47051365,Mary,2015-10-20,100%,t,Fremont,1
23916969,Zhou,2014-11-18,N/A,f,,1
2884446,Mark,2012-07-09,N/A,f,Capitol Hill,1
22416652,Diana,2014-10-11,N/A,f,Mount Baker,1
6992010,Annie,2013-06-19,100%,f,Queen Anne,2
47414227,Will,2015-10-25,100%,t,Seward Park,1
83612316,Nate,2016-07-13,N/A,f,First Hill,1
55067553,Elena,2016-01-18,N/A,t,South Delridge,1
21290502,Diana,2014-09-13,100%,t,Wallingford,1
2170344,Barrett And Alena,2012-04-18,N/A,f,Genesee,1
139352546,Mae,2017-07-09,N/A,f,Green Lake,1
11665430,David,2014-01-26,100%,f,Lower Queen Anne,3
141058204,Corey And Sandy,2017-07-18,100%,t,Roosevelt,1
141308441,Jared,2017-07-19,N/A,f,Ballard,1
4634667,Calvin & Grace,2013-01-08,N/A,f,Green Lake,1
35246779,Didi,2015-06-07,100%,t,Ballard,1
11383663,David,2014-01-17,100%,t,Lower Queen Anne,2
62841043,Jay,2016-03-13,N/A,f,,1
141733572,Lulsged,2017-07-21,N/A,f,North Delridge,1
10809449,Josh And Brooke,2013-12-25,100%,t,Ballard,3
18688599,Janet And Betty,2014-07-22,100%,t,Mount Baker,1
142077378,Joe,2017-07-23,N/A,f,,0
142134362,Mark,2017-07-24,100%,f,Leschi,1
86157147,Lyle,2016-07-26,100%,t,First Hill,14
142248716,Brian,2017-07-24,100%,t,Wallingford,2
40881069,Ty,2015-08-08,100%,t,Fremont,2
22299979,Jameson,2014-10-08,N/A,f,,1
142337722,Terry,2017-07-25,N/A,t,Belltown,1
137406406,Alex,2017-06-27,N/A,f,Atlantic,1
5819249,Claire,2013-04-07,100%,f,Queen Anne,3
142473701,Lisa,2017-07-25,100%,t,Seward Park,1
64097693,Shawn,2016-03-22,N/A,f,Minor,1
142656913,Mary,2017-07-26,N/A,f,Highland Park,1
50247284,Jack,2015-11-30,100%,f,,1
13701143,Seyed,2014-03-30,100%,t,Highland Park,14
142928226,Alice,2017-07-28,N/A,f,Wallingford,0
1433265,Alisha & Stanton,2011-11-22,100%,f,University District,1
88815403,Shelli,2016-08-08,N/A,f,Wallingford,1
56662173,Jim,2016-01-29,100%,t,,1
18994531,Kami,2014-07-27,100%,t,,1
5886710,Joyce,2013-04-11,N/A,f,Maple Leaf,1
4491725,Rodrigo,2012-12-26,N/A,f,Atlantic,1
13920168,Johnna,2014-04-05,100%,t,,1
143387123,Marian,2017-07-30,N/A,f,Central Business District,1
107691570,Dani,2016-12-18,N/A,f,Capitol Hill,1
27785298,Angele,2015-02-15,100%,f,North Beacon Hill,1
143424133,Robert & Dianne,2017-07-30,100%,t,Bryant,3
32307630,Jason,2015-05-01,N/A,f,Capitol Hill,1
143573495,Kira,2017-07-31,100%,t,Minor,1
57590612,Tulika,2016-02-06,N/A,f,First Hill,1
65074489,Gregg,2016-03-30,N/A,f,Wallingford,1
751008,Elaine,2011-06-27,100%,t,North Admiral,2
42509929,Nora,2015-08-25,100%,f,Ballard,1
18250886,Jay,2014-07-17,100%,t,Alki,2
139011270,Lakshmi,2017-07-06,N/A,t,Mount Baker,2
7074357,Anne & Girts,2013-06-23,N/A,t,Wallingford,1
143996990,Elissa,2017-08-02,100%,t,,1
144009126,Zoila,2017-08-02,N/A,f,Bryant,1
41419411,Gail,2015-08-13,100%,f,Eastlake,1
4953321,Marlee,2013-02-03,N/A,f,,1
3948852,Yuliya,2012-10-22,N/A,f,Atlantic,1
2703575,Courtney,2012-06-21,N/A,t,,1
18615756,Mike,2014-07-22,N/A,t,Atlantic,1
51003757,Blake,2015-12-10,N/A,f,,2
18892917,Pam,2017-08-05,N/A,f,Fremont,1
65237421,Marti,2016-03-31,N/A,t,Magnolia,1
130080623,Ben,2017-05-13,N/A,f,Greenwood,2
16500937,Adam,2014-06-07,N/A,f,North Beacon Hill,1
6074452,Karen,2013-04-24,100%,t,Lower Queen Anne,1
108270305,Joyce,2016-12-23,100%,t,Phinney Ridge,1
18021034,Ian,2014-07-12,100%,t,Crown Hill,1
101285257,Jenny,2016-10-25,N/A,t,,1
3725854,Jocelyn,2012-10-01,100%,t,Queen Anne,1
141688566,Carlos,2017-07-21,100%,t,,4
38027634,Charlie,2015-07-09,100%,f,Columbia City,1
143510570,TurnKey Vacation Rentals,2017-07-31,100%,f,,102
143519492,TurnKey Vacation Rentals,2017-07-31,100%,f,,117
145418548,Regina,2017-08-10,N/A,t,Alki,1
1564148,Yifan & Geoff,2012-01-03,N/A,f,Minor,3
42131819,Casey,2015-08-21,N/A,f,,2
50621224,Alex,2015-12-06,N/A,f,South Delridge,1
145720154,Chima,2017-08-12,100%,f,Brighton,10
32995717,Alex,2015-05-09,N/A,f,,1
94354517,Jordan,2016-09-09,N/A,t,,1
64476965,Jodi,2016-03-25,N/A,t,Green Lake,1
2827748,Kristin,2012-07-04,N/A,f,Queen Anne,1
1139690,Jake,2011-09-10,N/A,f,Greenwood,3
146315706,Martin,2017-08-16,N/A,f,Belltown,1
13045913,Lauren,2014-03-12,100%,t,Seaview,1
56127273,Alex,2016-01-25,N/A,f,Seaview,1
4957019,Cynthia,2013-02-04,100%,t,Ballard,1
146531416,Janine,2017-08-17,100%,t,Pinehurst,1
35874772,Michele,2015-06-15,N/A,f,Leschi,1
146699128,Lorraine,2017-08-19,N/A,f,North Beach/Blue Ridge,1
7376580,Sarah,2013-07-09,100%,f,South Beacon Hill,3
6656912,Allon,2013-05-30,N/A,f,Leschi,1
1566223,Jill,2012-01-04,N/A,f,Lower Queen Anne,1
146938993,Chuck,2017-08-20,100%,t,Magnolia,1
24089607,Jessica,2014-11-23,N/A,t,Queen Anne,1
104055570,Nancy,2016-11-16,N/A,f,Fauntleroy,1
10894885,Catherine,2013-12-29,100%,t,Phinney Ridge,0
12938596,Katie,2014-03-08,100%,t,North Admiral,1
9621755,Seth,2013-10-24,100%,t,Minor,1
4501438,Amy,2012-12-27,N/A,f,,1
11828812,Kate,2014-02-01,100%,t,University District,1
24106814,Audrey,2014-11-24,N/A,f,Westlake,1
147540791,Susan,2017-08-24,100%,f,South Beacon Hill,3
121688409,Evolve Vacation Rental,2017-03-20,94%,f,Queen Anne,460
2488409,Max,2012-05-29,100%,t,Fauntleroy,2
114737348,Riley,2017-02-03,N/A,f,Capitol Hill,2
12730223,Heather,2014-03-02,N/A,f,North Admiral,1
21657484,Chad,2014-09-22,100%,f,Magnolia,1
148079052,Keith,2017-08-28,100%,t,Capitol Hill,1
12367586,Elisabeth And Joe,2014-02-18,100%,t,Columbia City,1
148148306,David,2017-08-28,N/A,f,Belltown,1
82985,Anika,2010-02-19,N/A,f,Ballard,1
148314163,Toan,2017-08-30,N/A,f,The Junction,1
68850748,Nathan,2016-04-25,N/A,f,Ravenna,1
9106037,Ashok Kumar,2013-09-28,N/A,f,Leschi,1
243723,John & Pam,2010-09-23,100%,t,Meadowbrook,1
51517056,Keith & Lauren,2015-12-16,N/A,t,Greenwood,1
6199233,Vanessa,2013-05-02,100%,f,High Point,1
144703346,Vidya,2017-08-07,90%,t,Queen Anne,3
100939883,Manard,2016-10-23,100%,t,Belltown,13
2504722,Kate,2012-05-30,40%,t,Wallingford,1
149182566,Tuan,2017-09-05,100%,f,Fremont,2
5710478,Shane,2013-04-01,N/A,f,Fremont,1
123971010,Tim & Sunny,2017-04-02,N/A,t,Seaview,1
2108894,Carly,2012-04-10,N/A,f,Greenwood,1
9610197,Deepika,2013-10-24,N/A,f,,1
126687649,Anne,2017-04-19,N/A,t,Capitol Hill,1
149435895,Allyson,2017-09-06,100%,t,Alki,2
149256684,James,2017-09-05,100%,t,Greenwood,1
78869431,James,2016-06-20,100%,f,Ballard,1
2108395,Tracy,2012-04-10,100%,t,Phinney Ridge,1
149731363,Kellie,2017-09-08,67%,f,Magnolia,1
149858207,Dave,2017-09-09,N/A,t,Stevens,1
87172067,Justina,2016-08-01,N/A,f,Crown Hill,1
144316603,Jill,2017-08-04,100%,t,North Beacon Hill,1
43299848,Anna,2015-09-03,N/A,f,Capitol Hill,1
28474312,Pam & Byron,2015-02-27,100%,t,,1
92198472,Cathy,2016-08-27,N/A,f,Bryant,1
150182792,Stephanie,2017-09-11,100%,f,Licton Springs,1
17348982,Thomas,2014-06-27,N/A,t,Genesee,1
14557091,Lisa,2014-04-21,100%,f,Gatewood,3
150446877,Tina And Dave,2017-09-13,N/A,f,Magnolia,1
150473705,Ryan,2017-09-13,0%,f,Atlantic,2
115432922,Audrey,2017-02-08,100%,f,Riverview,1
107967333,Emily,2016-12-21,N/A,f,,1
88612037,Vishakha,2016-08-08,N/A,f,Queen Anne,1
16913534,Stephanie,2014-06-17,100%,f,,1
150592551,Ruth,2017-09-14,100%,t,North Beacon Hill,1
150625477,Ali,2017-09-14,N/A,f,,1
67467952,Kimberly,2016-04-16,83%,f,Queen Anne,4
33169654,Temitope,2015-05-12,N/A,f,South Lake Union,1
23006466,Robin,2014-10-26,N/A,f,Stevens,1
150621747,Roxanne,2017-09-14,100%,t,,1
140647135,Vaychee And Chris,2017-07-15,100%,t,University District,1
97217149,My Nhung,2016-09-29,100%,t,North Beacon Hill,1
11749861,Kia,2014-01-29,N/A,f,,1
30609740,Monica,2015-04-04,N/A,f,Wallingford,1
149757297,Ken & Evie,2017-09-08,100%,t,Riverview,1
66372443,Sara,2016-04-08,100%,t,Bryant,1
4422955,Janelle,2012-12-17,N/A,f,Ballard,1
3105372,Eleanora,2012-07-30,100%,t,Green Lake,2
12969403,Joey,2014-03-09,N/A,f,Queen Anne,1
101315084,Skye,2016-10-26,100%,t,Seaview,3
3521645,Olaiya,2012-09-10,N/A,t,Columbia City,1
30884230,Vanessa,2015-04-09,N/A,t,Phinney Ridge,1
7765539,Jeremy,2013-07-27,N/A,f,Ballard,1
151794482,Sonal,2017-09-23,100%,f,Magnolia,1
40443073,Zeller,2015-08-03,N/A,f,Pike Place Market,1
4730169,Magic,2013-01-16,100%,t,Yesler Terrace,13
43966654,Jon & Barb,2015-09-11,100%,t,Magnolia,1
34117957,Ronak,2015-05-24,N/A,f,Magnolia,1
151988464,NJ And Sandy,2017-09-25,100%,t,Pike Place Market,1
126845814,Laura,2017-04-21,100%,f,Stevens,1
2205509,Grace,2012-04-23,N/A,f,Atlantic,2
1204290,Ian,2011-09-24,100%,t,Cedar Park,1
140236800,TurnKey Vacation Rentals,2017-07-13,99%,f,,55
113884226,Cindy,2017-01-29,100%,t,,2
83196787,Lori & Greg,2016-07-12,N/A,f,Fauntleroy,2
2645609,Marc,2012-06-15,92%,t,Green Lake,1
131989775,Zening,2017-05-25,N/A,f,North Admiral,1
84157454,Benjamin,2016-07-16,100%,t,Atlantic,1
68052625,Maura,2016-04-20,100%,t,Columbia City,2
16482880,Christine,2014-06-07,0%,f,Minor,1
82184221,Baoli (Jasmine),2016-07-06,N/A,t,Holly Park,1
69086388,Sarah,2016-04-26,N/A,t,Minor,1
152734194,Ella,2017-09-30,100%,f,Minor,15
62648116,Steve,2016-03-12,100%,f,Queen Anne,1
113311459,Brian,2017-01-25,100%,t,Eastlake,1
20468194,Binh,2014-08-24,N/A,t,The Junction,1
17167788,Gabriella & Paul,2014-06-23,100%,t,Greenwood,1
57314912,Paul,2016-02-03,N/A,f,Westlake,1
86391649,Anna,2016-07-27,100%,t,Ravenna,1
49209595,Sam,2015-11-16,100%,t,Columbia City,1
45043494,Wendy,2015-09-25,100%,f,,1
13110325,Bob & Jeanette,2014-03-13,100%,t,Maple Leaf,1
8636983,Amy,2013-09-04,100%,t,Green Lake,1
35925368,Beth,2015-06-16,N/A,f,Stevens,1
3600414,Steve,2012-09-18,N/A,f,Seward Park,1
34478345,Adam & Martha,2015-05-28,N/A,t,North Beacon Hill,1
153400403,Ming,2017-10-05,N/A,f,Stevens,2
93046885,Sheetal,2016-09-01,100%,t,Fremont,1
153567357,Janessa,2017-10-06,75%,f,Magnolia,2
146679165,Lorraine,2017-08-18,100%,t,Phinney Ridge,1
4957614,Sara,2013-02-04,N/A,f,Columbia City,1
5594463,Michelle,2013-03-24,100%,t,Queen Anne,1
6483877,Brad,2013-05-20,N/A,f,Phinney Ridge,1
134023650,Lysen,2017-06-08,100%,t,Mathews Beach,2
37533838,Len,2015-07-05,100%,f,Wallingford,1
65430246,Todd & Cristiany,2016-04-02,100%,t,,1
25139423,Christen,2014-12-23,N/A,f,Ballard,1
16079494,Rochelle,2014-05-28,100%,t,,2
24702474,Wesley,2014-12-10,20%,f,Mount Baker,3
154353067,John,2017-10-12,N/A,f,,1
889644,Pamela,2011-07-29,N/A,t,Capitol Hill,1
54154566,Nikita,2016-01-11,N/A,f,,1
22214487,Cap,2014-10-06,N/A,f,,1
154379764,Suzanne,2017-10-12,100%,t,Alki,1
26967583,Dario,2015-01-30,100%,f,Belltown,60
31280,Le,2009-08-12,100%,t,Capitol Hill,3
16129828,Cath,2014-05-29,100%,t,,1
7618692,Iris,2013-07-21,N/A,f,Westlake,2
9111391,Matt,2013-09-28,N/A,t,,1
26679238,Vela,2015-01-25,83%,t,Brighton,1
5822151,Libby,2013-04-08,100%,f,Ballard,2
154874517,Margaret,2017-10-16,N/A,f,Montlake,1
21129876,Stacey,2014-09-09,100%,t,Rainier Beach,1
15881861,Greg,2014-05-23,100%,t,Capitol Hill,1
24831061,Hosteeva,2014-12-14,90%,f,Central City,682
26357744,Michela,2015-01-19,100%,t,Columbia City,1
36885959,David,2015-06-27,N/A,f,Fremont,1
8040499,Katherine,2013-08-09,N/A,f,Minor,1
19603672,David,2014-08-07,N/A,f,Minor,1
2373575,David,2012-05-14,N/A,f,Phinney Ridge,1
247975,Kevin And Monica,2010-09-28,100%,t,Victory Heights,2
49822114,Ray,2015-11-24,N/A,f,Maple Leaf,1
39341195,Mary,2015-07-23,100%,t,University District,1
1691819,Venecia,2012-02-02,N/A,f,Seaview,1
51237127,Carolyn,2015-12-13,N/A,t,Queen Anne,1
132729805,Amy,2017-05-31,100%,t,Seward Park,1
10406036,Larisa,2013-12-03,100%,t,Lower Queen Anne,2
16580950,Larry,2014-06-09,100%,f,,1
8402666,Myra,2013-08-26,100%,t,Minor,1
57144413,Jessica,2016-02-02,N/A,t,,1
1592035,Bob,2012-01-10,100%,t,Ballard,1
2476907,Maya,2012-05-27,N/A,f,Minor,1
45329766,Christa,2015-09-29,100%,t,North Delridge,2
23579534,Cherokee,2014-11-10,N/A,t,Maple Leaf,1
79128530,Andrew,2016-06-21,N/A,f,Fremont,1
9825685,Sonja,2013-11-05,100%,t,Phinney Ridge,1
85407141,Conrad & Alizae,2016-07-23,100%,t,,2
89025015,Rachel,2016-08-09,N/A,t,Ballard,1
38118149,Eric And Olga,2015-07-10,100%,t,North Delridge,2
44308164,Zetai,2015-09-15,N/A,f,University District,2
61019567,Angie,2016-02-29,N/A,t,Highland Park,1
6370516,Kyle,2013-05-13,100%,t,,2
84129523,Jennifer,2016-07-16,100%,f,Bryant,1
82858202,Matthew,2016-07-10,100%,t,Bitter Lake,2
44095904,Linda,2015-09-13,100%,t,Victory Heights,1
12231324,Erina,2014-02-14,N/A,f,Queen Anne,1
64832340,Candace,2016-03-28,N/A,f,North Beacon Hill,1
145165834,Kay,2017-08-09,N/A,t,Belltown,1
157658460,Robert,2017-11-06,100%,t,Riverview,1
65345445,Susanne,2016-04-01,N/A,f,,1
1991383,Shelly,2012-03-22,100%,t,Riverview,1
27747639,Jay,2015-02-14,100%,f,Queen Anne,2
89431259,Allison,2016-08-11,N/A,f,Greenwood,1
150651617,Michael,2017-09-14,N/A,f,Magnolia,1
10111811,Chelsea,2013-11-18,N/A,f,Capitol Hill,1
4357939,Bernard,2012-12-08,N/A,f,Belltown,1
5199594,Helen,2013-02-23,N/A,t,Columbia City,2
2073375,Rebecca,2012-04-04,N/A,t,Stevens,1
8916363,Paige,2013-09-18,91%,t,Lower Queen Anne,2
8711250,Tita,2013-09-08,0%,f,Fort Greene,3
45862399,Natalie,2015-10-05,0%,f,,1
2238981,Lenza,2012-04-27,100%,f,Mission District,6
158136273,Rita,2017-11-10,N/A,t,Riverview,1
158190182,Jenny,2017-11-10,N/A,f,South Beacon Hill,2
158203839,Crystal,2017-11-10,N/A,t,North Beacon Hill,1
2617492,Heather,2012-06-12,N/A,f,Magnolia,1
9867309,Minwen,2013-11-07,N/A,f,Victory Heights,1
19442899,David,2014-08-04,N/A,f,Hell's Kitchen,2
9932289,Stephanie,2013-11-11,100%,t,Atlantic,2
13757387,Mary,2014-03-31,N/A,f,Madison Park,1
3626033,Edgar & Adam,2012-09-20,N/A,f,,1
60081201,Carleigh,2016-02-23,100%,f,Meadowbrook,0
31676652,Patricia/Frank,2015-04-21,N/A,t,Leschi,2
37828775,Lucas,2015-07-07,N/A,f,Highland Park,1
71497542,Amy,2016-05-11,100%,f,Brighton,3
158873488,Al,2017-11-15,100%,t,Stevens,1
16019120,Rosemary,2014-05-26,N/A,f,Ballard,1
7874632,Ben,2013-08-01,N/A,f,Minor,1
41164311,Tanya,2015-08-11,89%,t,Genesee,2
159259469,FengE,2017-11-18,100%,t,Fremont,5
159270178,Anjali & Ankur,2017-11-19,N/A,f,Ballard,1
159372657,Beck,2017-11-19,N/A,f,Capitol Hill,1
73484597,Lee,2016-05-23,100%,f,Brighton,8
68158352,Mj,2016-04-20,100%,t,North Delridge,2
74874305,Karen,2016-05-30,90%,t,,1
145090152,Clio,2017-08-09,N/A,f,South Lake Union,1
6755214,Carol,2013-06-05,100%,t,Lower Queen Anne,1
159991679,Arlene,2017-11-24,N/A,f,Arbor Heights,0
7977439,Jess,2013-08-06,100%,t,North Admiral,1
824019,Linda,2011-07-15,50%,f,North Beacon Hill,4
9018606,Michelle & Ferran,2013-09-23,100%,t,Ravenna,2
160210615,Robert,2017-11-26,N/A,f,,0
160217686,Dolores (Liz),2017-11-26,100%,t,,1
86202108,Kimberlee,2016-07-26,100%,t,Victory Heights,1
66909795,Brandon,2016-04-12,N/A,f,,1
7925985,Jeff,2013-08-04,N/A,f,,1
160746432,Thu,2017-11-30,100%,t,North Beacon Hill,1
160949668,Aihua,2017-12-02,100%,f,Greenwood,2
26372793,Anna,2015-01-19,50%,f,Phinney Ridge,1
114858194,Elisabeth,2017-02-04,N/A,f,,2
6252469,Tim And Lisette,2013-05-06,N/A,t,Wallingford,1
753818,Wesley,2011-06-28,N/A,f,Capitol Hill,1
80383662,Lori & JK,2016-06-28,100%,t,Arbor Heights,1
160528030,Anirudh,2017-11-29,N/A,f,,1
153566584,Billy,2017-10-06,100%,t,North Beach/Blue Ridge,1
98330625,Bryan,2016-10-06,N/A,f,Montlake,1
7097994,Adam,2013-06-24,N/A,t,Phinney Ridge,1
12856022,Jenny,2014-03-06,100%,f,Belltown,1
27115012,Elizabeth,2015-02-02,N/A,f,,1
161760659,Martha,2017-12-07,100%,t,Ravenna,1
5231696,Gil,2013-02-26,100%,f,Roosevelt,8
161841146,Patrick And Ellen,2017-12-08,100%,t,,3
30730848,Bethany,2015-04-06,N/A,f,Queen Anne,1
32553756,Leire,2015-05-04,100%,t,North Beacon Hill,2
1752220,Della,2012-02-14,N/A,t,,1
6832769,Jacob,2013-06-10,N/A,f,Stevens,1
10161350,David,2013-11-20,100%,t,Seward Park,1
125247394,Codi,2017-04-10,92%,t,Ballard,3
6654358,Becca,2015-04-10,N/A,t,Ballard,3
49746158,Todd,2015-11-23,100%,f,Ballard,3
119189276,Marisa,2017-03-04,N/A,f,University District,1
162400697,John And Dixie,2017-12-12,100%,f,Wallingford,1
116907660,Olivia,2017-02-17,100%,f,Pike Place Market,7
72623544,Jeri,2016-05-18,90%,t,Pike Place Market,2
14489145,Amanda,2014-04-20,N/A,f,Gatewood,1
50592437,Sam,2015-12-05,N/A,f,The Junction,1
162402817,Charmaine,2017-12-12,N/A,f,Capitol Hill,1
162930610,Shekhar,2017-12-16,N/A,f,Mount Baker,1
469139,Courtney,2011-03-28,N/A,f,,1
27610135,Charles,2015-02-11,N/A,f,Minor,1
18232560,Sirius Hang,2014-07-17,100%,t,Ballard,2
83220617,Alexia,2016-07-12,100%,f,,1
123506966,Lucky,2017-03-30,100%,t,,2
107279528,Susan,2016-12-14,N/A,t,Broadview,1
111812937,Vacasa Washington,2017-01-16,68%,f,,153
8269568,Alexander,2013-08-20,100%,t,Green Lake,1
27555235,Mo,2015-02-10,N/A,f,University District,6
35779569,Joseph,2015-06-14,N/A,f,North Admiral,1
158103061,Chelsea,2017-11-09,N/A,t,,1
164087115,Dhri,2017-12-25,N/A,t,Central Business District,1
105878455,Lamyaa,2016-12-01,N/A,t,,1
67390415,Randy,2016-04-15,100%,t,Fauntleroy,1
164507760,Katherine,2017-12-27,100%,t,North Admiral,1
4364421,David,2012-12-09,N/A,f,,1
28890740,Wenqi,2015-03-06,100%,t,Broadview,3
89000296,Kris,2016-08-09,N/A,t,Wallingford,1
71117435,Andrew,2016-05-09,N/A,f,Green Lake,1
2488130,Andri,2012-05-28,N/A,t,The Junction,1
19996082,Pallami,2014-08-14,N/A,f,Queen Anne,1
55994209,Jen,2016-01-25,100%,t,,1
72192663,Melissa,2016-05-15,N/A,f,Fremont,2
5371031,Alizae,2015-06-14,N/A,f,Lower Queen Anne,2
159204666,Liese & Laura,2017-11-18,100%,t,Stevens,1
165304044,Jeff,2018-01-01,N/A,f,Stevens,1
79720246,Karen,2016-06-24,100%,t,North Admiral,1
36008609,Sam,2015-06-16,N/A,t,North Beacon Hill,2
75020399,Mary,2016-05-31,100%,t,Bitter Lake,1
3247838,Samantha,2012-08-13,N/A,t,University District,1
12961227,Yifan,2014-03-09,N/A,f,Brookline,4
6845904,Michelle,2013-06-10,N/A,f,Lower Queen Anne,1
33054882,Mat,2015-05-10,100%,t,North Beacon Hill,9
5818523,Henry,2013-04-07,N/A,f,Capitol Hill,2
11664252,Chalese,2014-01-26,N/A,f,Queen Anne,0
45087117,Thanh,2015-09-25,N/A,f,,1
135715956,Scott,2017-06-18,100%,t,Ballard,1
19409902,Tyler,2014-08-03,100%,t,Fremont,1
66529538,Pamela,2016-04-10,100%,t,Wedgewood,1
28166766,Joe & Shengyin,2015-02-22,100%,t,,1
41557961,Michael,2015-08-15,N/A,t,North Beacon Hill,1
81130557,Eric,2016-07-01,N/A,f,Ballard,1
7781631,Wes,2013-07-28,N/A,f,Arbor Heights,1
29833384,Loretta,2015-03-23,N/A,t,North Admiral,1
19403115,Vince,2014-08-03,100%,t,Wallingford,18
32807506,Malini,2015-05-07,N/A,f,Minor,1
167581406,Deana,2018-01-13,100%,t,Belltown,1
16223902,Michael,2014-06-01,N/A,t,Mathews Beach,1
22216401,Lizzy,2014-10-06,100%,t,Wallingford,1
57758273,Steve,2016-02-07,N/A,f,Alki,1
167799874,Casa Fremont,2018-01-14,100%,t,Fremont,3
36531198,Howard,2015-06-23,100%,t,Ravenna,2
167957409,Kay,2018-01-15,N/A,t,Ballard,1
43279209,Claudia,2015-09-03,100%,t,Minor,1
7942356,Ben,2013-08-05,N/A,f,Atlantic,1
6555745,Drew,2013-05-24,100%,t,North Beacon Hill,1
819315,Martina,2011-07-14,100%,t,Atlantic,1
115520953,Scott & Marcy,2017-02-08,100%,t,Minor,1
140142236,Kimberly,2017-07-12,N/A,f,,1
98303062,Jeff,2016-10-05,N/A,f,Wallingford,1
168797261,Servando,2018-01-19,N/A,f,Capitol Hill,1
168817864,Pinnacle,2018-01-19,100%,t,Minor,5
80780128,Justin,2016-06-29,100%,f,Eastlake,3
11984475,Ariana,2014-02-06,100%,t,Wedgewood,1
87323233,Carrie,2016-08-01,N/A,f,Green Lake,1
23126341,Gitanjali,2014-10-29,N/A,f,Greenwood,1
9172651,Jon,2013-10-01,75%,t,Minor,1
21066813,Alice,2014-09-08,100%,f,Maple Leaf,1
65991050,Brit,2016-04-06,N/A,f,Wedgewood,1
26714089,Toni & Mark,2015-01-26,N/A,f,Belltown,1
4763037,Sayuko,2013-01-19,60%,f,Atlantic,1
169906511,Broadcast,2018-01-25,100%,t,Capitol Hill,2
117677707,David,2017-02-22,100%,t,Pike Place Market,2
143908763,Croix,2017-08-02,100%,t,Madrona,1
170418406,Faith,2018-01-28,N/A,t,Crown Hill,4
155826186,Ronda,2017-10-22,N/A,f,Eastlake,2
1866981,Jennifer,2012-03-05,100%,f,,1
146226507,Aric,2017-08-15,N/A,f,High Point,1
105327961,Heather,2016-11-27,100%,t,Riverview,1
13634020,Camilo,2014-03-28,N/A,f,Green Lake,1
110553050,Nick,2017-01-08,N/A,t,South Delridge,2
